0	0	1
0	2695	1
0	3500	1
0	2416	1
0	3315	1
0	3451	1
0	278	1
0	3545	1
0	2619	1
0	11778	0
0	28700	0
0	22805	0
0	25845	0
0	24199	0
0	26972	0
0	27369	0
0	10812	0
0	267	0
1	1	1
1	3330	1
1	3306	1
1	659	1
1	2584	1
1	2430	1
1	25204	0
1	14024	0
1	20191	0
1	14889	0
1	1466	0
1	6222	0
2	1	1
2	4357	1
2	5638	1
2	1927	1
2	784	1
2	5520	1
2	7056	1
2	6422	1
2	3480	1
2	5402	1
2	46	1
2	3513	1
2	1471	1
2	4163	1
2	4677	1
2	4934	1
2	4937	1
2	3917	1
2	5325	1
2	3284	1
2	3925	1
2	7648	1
2	7526	1
2	616	1
2	5608	1
2	6504	1
2	1771	1
2	3182	1
2	5104	1
2	7664	1
2	8817	1
2	7284	1
2	8053	1
2	18736	0
2	22458	0
2	19643	0
2	8306	0
2	16452	0
2	15788	0
2	22877	0
2	20979	0
2	4152	0
2	23042	0
2	20322	0
2	3287	0
2	28227	0
2	256	0
2	2919	0
2	7237	0
2	26904	0
2	11218	0
2	18952	0
2	25916	0
2	2282	0
2	13181	0
2	20614	0
2	27923	0
2	23201	0
2	12964	0
2	1423	0
2	5192	0
2	9493	0
2	22930	0
2	4174	0
2	9653	0
2	286	0
3	512	1
3	1	1
3	1539	1
3	4102	1
3	1033	1
3	1549	1
3	5133	1
3	8205	1
3	533	1
3	1564	1
3	8229	1
3	1574	1
3	1575	1
3	1581	1
3	5690	1
3	1603	1
3	7749	1
3	1606	1
3	1607	1
3	1608	1
3	2119	1
3	5707	1
3	7268	1
3	2665	1
3	3189	1
3	3706	1
3	8317	1
3	5757	1
3	1663	1
3	1664	1
3	7306	1
3	7310	1
3	2710	1
3	8348	1
3	5280	1
3	7329	1
3	2734	1
3	8367	1
3	4273	1
3	3284	1
3	3289	1
3	3809	1
3	1766	1
3	8433	1
3	1780	1
3	1784	1
3	7940	1
3	5899	1
3	3340	1
3	6924	1
3	8495	1
3	1341	1
3	3906	1
3	1860	1
3	1357	1
3	6478	1
3	3928	1
3	7530	1
3	879	1
3	3959	1
3	7545	1
3	5498	1
3	7546	1
3	5506	1
3	4486	1
3	5006	1
3	6542	1
3	7063	1
3	408	1
3	3493	1
3	7592	1
3	4009	1
3	430	1
3	1456	1
3	3510	1
3	2504	1
3	459	1
3	971	1
3	1490	1
3	2514	1
3	1511	1
3	5803	0
3	16248	0
3	6796	0
3	11904	0
3	27778	0
3	18694	0
3	21966	0
3	8477	0
3	17298	0
3	17943	0
3	636	0
3	20632	0
3	13280	0
3	6815	0
3	16894	0
3	19771	0
3	11628	0
3	18100	0
3	1946	0
3	3730	0
3	4443	0
3	27122	0
3	21412	0
3	27728	0
3	14878	0
3	17493	0
3	8204	0
3	24846	0
3	13386	0
3	9665	0
3	1098	0
3	18855	0
3	8990	0
3	11715	0
3	6010	0
3	1503	0
3	4451	0
3	12371	0
3	23725	0
3	1377	0
3	13191	0
3	11212	0
3	27496	0
3	22871	0
3	17599	0
3	5954	0
3	7816	0
3	10364	0
3	2919	0
3	18103	0
3	6311	0
3	21895	0
3	5548	0
3	741	0
3	10232	0
3	23522	0
3	7710	0
3	21179	0
3	9938	0
3	24244	0
3	1844	0
3	25722	0
3	321	0
3	8346	0
3	11721	0
3	22850	0
3	26712	0
3	14842	0
3	23785	0
3	7398	0
3	24759	0
3	17988	0
3	1689	0
3	27028	0
3	16920	0
3	17040	0
3	22685	0
3	16721	0
3	15370	0
3	20412	0
3	7154	0
4	1	1
4	516	1
4	2057	1
4	5130	1
4	7179	1
4	1548	1
4	2577	1
4	29	1
4	5150	1
4	8738	1
4	2595	1
4	1582	1
4	3631	1
4	3634	1
4	2611	1
4	3635	1
4	4152	1
4	3649	1
4	4678	1
4	8264	1
4	1611	1
4	3664	1
4	6746	1
4	99	1
4	616	1
4	2152	1
4	7784	1
4	7786	1
4	6254	1
4	5232	1
4	2673	1
4	2675	1
4	2676	1
4	5237	1
4	5238	1
4	2170	1
4	8314	1
4	1661	1
4	7294	1
4	1664	1
4	1670	1
4	2697	1
4	651	1
4	4235	1
4	2706	1
4	659	1
4	7827	1
4	661	1
4	1179	1
4	3228	1
4	3741	1
4	4257	1
4	164	1
4	7845	1
4	7846	1
4	7848	1
4	1709	1
4	2737	1
4	1725	1
4	2756	1
4	5325	1
4	1748	1
4	219	1
4	226	1
4	746	1
4	747	1
4	7914	1
4	750	1
4	1774	1
4	8433	1
4	5875	1
4	7414	1
4	7415	1
4	4859	1
4	2820	1
4	773	1
4	8966	1
4	7946	1
4	3339	1
4	4370	1
4	5396	1
4	5399	1
4	4889	1
4	5402	1
4	6427	1
4	5920	1
4	6434	1
4	5417	1
4	7981	1
4	816	1
4	310	1
4	825	1
4	833	1
4	3393	1
4	1859	1
4	3394	1
4	8009	1
4	4945	1
4	1366	1
4	5462	1
4	4441	1
4	8028	1
4	4967	1
4	2426	1
4	380	1
4	386	1
4	2435	1
4	3974	1
4	1927	1
4	7560	1
4	2956	1
4	8591	1
4	8082	1
4	1939	1
4	3475	1
4	5530	1
4	4512	1
4	418	1
4	2980	1
4	6052	1
4	4518	1
4	2473	1
4	3499	1
4	7085	1
4	432	1
4	8119	1
4	1467	1
4	1475	1
4	1479	1
4	4042	1
4	459	1
4	7635	1
4	8147	1
4	4055	1
4	5596	1
4	5597	1
4	990	1
4	1502	1
4	5600	1
4	1505	1
4	1506	1
4	5602	1
4	5603	1
4	997	1
4	1510	1
4	7653	1
4	5608	1
4	5097	1
4	8685	1
4	1525	1
4	1527	1
4	5113	1
4	5114	1
4	7675	1
4	1534	1
4	18328	0
4	4598	0
4	3221	0
4	19682	0
4	14362	0
4	23724	0
4	19236	0
4	20958	0
4	4626	0
4	24653	0
4	15011	0
4	6133	0
4	14727	0
4	24233	0
4	5684	0
4	27179	0
4	14105	0
4	5277	0
4	6579	0
4	24257	0
4	23695	0
4	18741	0
4	27182	0
4	14107	0
4	7484	0
4	1836	0
4	15020	0
4	13352	0
4	4595	0
4	14707	0
4	17585	0
4	16719	0
4	6370	0
4	20515	0
4	17100	0
4	4639	0
4	447	0
4	23215	0
4	17923	0
4	2054	0
4	9785	0
4	3399	0
4	14529	0
4	18438	0
4	24169	0
4	25105	0
4	14046	0
4	18418	0
4	739	0
4	14281	0
4	28617	0
4	15141	0
4	9004	0
4	28491	0
4	11484	0
4	4021	0
4	3770	0
4	16457	0
4	21901	0
4	1514	0
4	17684	0
4	22629	0
4	1935	0
4	6203	0
4	11439	0
4	19347	0
4	23435	0
4	10598	0
4	22762	0
4	25049	0
4	18925	0
4	10827	0
4	269	0
4	236	0
4	19585	0
4	15350	0
4	13298	0
4	24225	0
4	15155	0
4	27085	0
4	10892	0
4	1523	0
4	18598	0
4	11992	0
4	15493	0
4	13725	0
4	28423	0
4	11854	0
4	11040	0
4	10100	0
4	18645	0
4	14931	0
4	16905	0
4	27457	0
4	25557	0
4	7582	0
4	25415	0
4	736	0
4	26240	0
4	13055	0
4	1424	0
4	27147	0
4	1126	0
4	24780	0
4	1989	0
4	26078	0
4	10526	0
4	12149	0
4	15404	0
4	5141	0
4	17315	0
4	16173	0
4	9923	0
4	5230	0
4	24676	0
4	28091	0
4	12690	0
4	15495	0
4	19572	0
4	23014	0
4	20991	0
4	12664	0
4	23376	0
4	23526	0
4	3924	0
4	4929	0
4	3296	0
4	15492	0
4	2757	0
4	21747	0
4	8718	0
4	25335	0
4	24524	0
4	2560	0
4	27631	0
4	10950	0
4	16287	0
4	16487	0
4	13310	0
4	4703	0
4	10314	0
4	12597	0
4	15702	0
4	5498	0
4	24022	0
4	24023	0
4	26367	0
4	7808	0
4	11865	0
4	27580	0
4	25395	0
4	17618	0
4	27348	0
4	25434	0
4	17689	0
5	1024	1
5	1	1
5	4099	1
5	2054	1
5	4617	1
5	533	1
5	7190	1
5	8219	1
5	1564	1
5	1574	1
5	1586	1
5	4155	1
5	1608	1
5	4682	1
5	3068	1
5	589	1
5	4684	1
5	4685	1
5	4686	1
5	4687	1
5	2131	1
5	7777	1
5	6755	1
5	7779	1
5	3688	1
5	3689	1
5	1642	1
5	5236	1
5	2174	1
5	5759	1
5	1152	1
5	4778	1
5	5293	1
5	184	1
5	8388	1
5	2776	1
5	8922	1
5	5340	1
5	2269	1
5	222	1
5	224	1
5	737	1
5	1251	1
5	3811	1
5	229	1
5	4839	1
5	2795	1
5	4843	1
5	4861	1
5	7939	1
5	5923	1
5	8487	1
5	7464	1
5	299	1
5	301	1
5	4404	1
5	1335	1
5	8505	1
5	4923	1
5	5951	1
5	5445	1
5	5957	1
5	6982	1
5	5961	1
5	6473	1
5	5970	1
5	863	1
5	3424	1
5	2918	1
5	876	1
5	3959	1
5	376	1
5	2940	1
5	2943	1
5	5016	1
5	4510	1
5	5027	1
5	4015	1
5	8112	1
5	948	1
5	4023	1
5	6585	1
5	8643	1
5	1494	1
5	1503	1
5	492	1
5	3572	1
5	7159	1
5	5116	1
5	3070	1
5	13400	0
5	25154	0
5	12645	0
5	1510	0
5	6602	0
5	6307	0
5	4862	0
5	27718	0
5	24223	0
5	7622	0
5	8787	0
5	13065	0
5	8150	0
5	16513	0
5	692	0
5	1478	0
5	9505	0
5	22185	0
5	17756	0
5	6778	0
5	26677	0
5	951	0
5	26409	0
5	12939	0
5	14324	0
5	25680	0
5	183	0
5	7298	0
5	17338	0
5	16260	0
5	10296	0
5	18099	0
5	6199	0
5	7826	0
5	916	0
5	8908	0
5	7207	0
5	9644	0
5	1922	0
5	28241	0
5	9555	0
5	7538	0
5	14850	0
5	2197	0
5	13657	0
5	2716	0
5	26387	0
5	3560	0
5	23576	0
5	13889	0
5	5874	0
5	7078	0
5	8263	0
5	16391	0
5	7690	0
5	23581	0
5	25385	0
5	4588	0
5	10459	0
5	7589	0
5	23792	0
5	687	0
5	23623	0
5	26689	0
5	16658	0
5	28170	0
5	27524	0
5	8297	0
5	28107	0
5	2121	0
5	12232	0
5	3380	0
5	25209	0
5	12579	0
5	6350	0
5	27898	0
5	11049	0
5	3288	0
5	15627	0
5	11796	0
5	11659	0
5	1848	0
5	8301	0
5	14966	0
5	25418	0
5	9436	0
5	2621	0
5	19768	0
5	1796	0
5	17795	0
6	5120	1
6	3	1
6	3600	1
6	1553	1
6	7185	1
6	531	1
6	532	1
6	1555	1
6	1556	1
6	2581	1
6	7193	1
6	5659	1
6	5165	1
6	5178	1
6	1596	1
6	2623	1
6	576	1
6	1612	1
6	1614	1
6	5203	1
6	85	1
6	4187	1
6	1630	1
6	2142	1
6	1632	1
6	4709	1
6	1653	1
6	1654	1
6	2165	1
6	1664	1
6	147	1
6	7835	1
6	4767	1
6	675	1
6	7331	1
6	1702	1
6	2221	1
6	1722	1
6	189	1
6	191	1
6	5316	1
6	5844	1
6	741	1
6	6907	1
6	8450	1
6	5400	1
6	5406	1
6	1825	1
6	5410	1
6	5413	1
6	1340	1
6	3903	1
6	320	1
6	1856	1
6	3394	1
6	5439	1
6	5965	1
6	3408	1
6	852	1
6	1371	1
6	4443	1
6	6499	1
6	1381	1
6	1385	1
6	3964	1
6	3965	1
6	386	1
6	4487	1
6	1418	1
6	5515	1
6	4496	1
6	5017	1
6	5529	1
6	4509	1
6	926	1
6	5537	1
6	4517	1
6	1965	1
6	4016	1
6	1980	1
6	456	1
6	466	1
6	8148	1
6	1503	1
6	5599	1
6	1505	1
6	1512	1
6	1004	1
6	8174	1
6	5617	1
6	7165	1
6	18162	0
6	8650	0
6	22746	0
6	14679	0
6	4283	0
6	26448	0
6	7955	0
6	5577	0
6	17232	0
6	17265	0
6	18699	0
6	20881	0
6	2878	0
6	17712	0
6	709	0
6	14395	0
6	17076	0
6	6838	0
6	16835	0
6	22061	0
6	11260	0
6	3198	0
6	23495	0
6	14199	0
6	9802	0
6	7341	0
6	15547	0
6	19217	0
6	6551	0
6	21525	0
6	13612	0
6	19831	0
6	27260	0
6	22753	0
6	17313	0
6	22847	0
6	11829	0
6	19146	0
6	17321	0
6	674	0
6	20212	0
6	8943	0
6	723	0
6	23159	0
6	28580	0
6	11812	0
6	24724	0
6	8527	0
6	1034	0
6	22101	0
6	8581	0
6	2547	0
6	40	0
6	26225	0
6	26762	0
6	21710	0
6	20101	0
6	20786	0
6	5714	0
6	11167	0
6	24591	0
6	13345	0
6	2780	0
6	2395	0
6	21381	0
6	12202	0
6	1166	0
6	13388	0
6	2122	0
6	2557	0
6	12870	0
6	21569	0
6	3512	0
6	19473	0
6	27284	0
6	20035	0
6	247	0
6	22680	0
6	21204	0
6	4242	0
6	20551	0
6	7689	0
6	26037	0
6	6979	0
6	2944	0
6	27201	0
6	20456	0
6	6631	0
6	9260	0
6	25729	0
6	13866	0
7	3073	1
7	5121	1
7	3	1
7	7178	1
7	4622	1
7	5141	1
7	7196	1
7	8732	1
7	542	1
7	6686	1
7	4129	1
7	6689	1
7	5671	1
7	3112	1
7	5673	1
7	555	1
7	5675	1
7	3117	1
7	5166	1
7	561	1
7	564	1
7	566	1
7	5691	1
7	3135	1
7	583	1
7	7752	1
7	8266	1
7	5714	1
7	1108	1
7	5206	1
7	4184	1
7	5211	1
7	7260	1
7	4703	1
7	7264	1
7	5218	1
7	614	1
7	6251	1
7	620	1
7	128	1
7	5248	1
7	6784	1
7	6788	1
7	4741	1
7	7301	1
7	651	1
7	6290	1
7	147	1
7	151	1
7	7832	1
7	7834	1
7	5275	1
7	4252	1
7	6813	1
7	1696	1
7	6817	1
7	7841	1
7	167	1
7	170	1
7	682	1
7	1707	1
7	4783	1
7	6832	1
7	7856	1
7	3252	1
7	3253	1
7	5812	1
7	4279	1
7	3256	1
7	7860	1
7	5818	1
7	3260	1
7	5308	1
7	4286	1
7	5312	1
7	194	1
7	3268	1
7	1222	1
7	4294	1
7	6344	1
7	5321	1
7	6345	1
7	6347	1
7	8395	1
7	6354	1
7	3800	1
7	5337	1
7	6360	1
7	8925	1
7	6881	1
7	749	1
7	5875	1
7	1783	1
7	247	1
7	4345	1
7	5879	1
7	6397	1
7	4350	1
7	5375	1
7	5890	1
7	259	1
7	3843	1
7	1797	1
7	7432	1
7	5390	1
7	3855	1
7	1809	1
